stop_area_id,lat,lon,name,osm:STIF:zone,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:alt_name,osm:alt_ref:FR:uic8,osm:alt_uic_ref,osm:amenity,osm:bus,osm:description,osm:line:SNCF,osm:metro,osm:name,osm:name:CIF,osm:name:RATP,osm:name:RER,osm:name:TZen1,osm:name:Tice,osm:name:de,osm:name:es,osm:name:fr,osm:name:it,osm:name:pt,osm:name:ru,osm:network,osm:official_name,osm:old_name,osm:old_name:1889-~1900,osm:old_name:2006-12-15-~2010,osm:old_name:~1900-2006-12-15,osm:old_name:~2010-2012,osm:opening_hours,osm:operator,osm:platforms,osm:public_transport,osm:public_transport:version,osm:rail,osm:railway,osm:ref,osm:ref:FR:RATP,osm:ref:FR:STIF,osm:ref:FR:uic8,osm:ref:structurae,osm:short_name,osm:site,osm:source,osm:source:name,osm:station,osm:subway,osm:train,osm:tram,osm:tramway,osm:type,osm:type:RATP,osm:uic_name,osm:uic_ref,osm:wheelchair,osm:wikidata,osm:wikipedia
StopArea:Relation:6050377,48.8924628,2.3446393999999997,Jules Joffrin,,,,,,,,,,,,,Jules Joffrin,,,,,,,,,,,,,,,,,,,,,,stop_area,,,station,,,,,,,,,,underground,,,,,public_transport,,,,,,
StopArea:Relation:6060889,48.8782911,2.3373407,Saint-Georges,1,,,,,,,,,,,,Saint-Georges,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,3110;1686,,,,,,,,,,,,,public_transport,,,,no,Q1937499,fr:Saint-Georges (métro de Paris)
StopArea:Relation:6075220,48.887350399999995,2.3497529999999998,Château Rouge,1,,,,,,,,,,,,Château Rouge,,,,,,,,,,,,Ligne 4,,,,,,,,RATP,,stop_area,,,,,1960,,,,,,,,,,,,,public_transport,,,,no,Q957172,fr:Château Rouge (métro de Paris)
StopArea:Relation:6087512,48.845985399999996,2.3548215,Jussieu,1,,,,,,,,,,,,Jussieu,,,,,,,,,,,,Ligne 7;Ligne 10,,,,,,,,RATP,,stop_area,,,,,1866,,,,,,,,,,,,,public_transport,,,,no,Q1463644,fr:Jussieu (métro de Paris)
StopArea:Relation:6093537,48.844386799999995,2.3765758,Gare de Lyon,,,,,,87686030;87758581,,,,,D;R,,Gare de Lyon,,,,,,,,,,,,Grandes Lignes;Transilien,,,,,,,,SNCF;RATP,,stop_area,,,,,,,87686006,,,,,,,,,,,public_transport,,,8768600,,,
StopArea:Relation:6149693,48.894172999999995,2.3154646,Porte de Clichy,,,,,,,,,,,C,,Porte de Clichy,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87111278,,,station,,,,,,,,public_transport,,,8711127,,Q3098139,
StopArea:Relation:6252818,48.937668099999996,2.1580178,Sartrouville,,,,,,,,,,,A;L,,Sartrouville,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87386417,,,station,,,,,yes,,,public_transport,,,8738641,,,
StopArea:Relation:6362947,49.004015599999995,2.5711085,Aéroport Charles de Gaulle 2 TGV,,,,,,,,,,,,,Aéroport Charles de Gaulle 2 TGV,,,,,,,,,,,,SNCF Réseau,,,,,,,,SNCF,,stop_area,,,,Aéroport Charles de Gaulle 2 TGV,,,,,,,,,,,,,,public_transport,,Roissy-Aéroport-CDG-TGV,87001479,,,
StopArea:Relation:6392289,48.9028808,2.348381,Place Debain,,,,,,,,,,,,,Place Debain,,,,,,,,,,,,RATP,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6392290,48.902699999999996,2.3497851,Saint-Ouen - Debain,,,,,,,,,,,,,Saint-Ouen - Debain,,,,,,,,,,,,RATP,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6674638,48.8384302,2.6491162999999998,Médiathèque du Segrais,,,,,,,,,,,,,Médiathèque du Segrais,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682726,48.875834999999995,2.2287887,Berty Albrecht,,,,,,,,,,,,,Berty Albrecht,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682727,48.865773399999995,2.2240501,Eugêne Sue,,,,,,,,,,,,,Eugêne Sue,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682728,48.8734142,2.2266661,Honoré d'Estienne d'Orves,,,,,,,,,,,,,Honoré d'Estienne d'Orves,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682729,48.871211599999995,2.2248726,Mairie de Suresnes,,,,,,,,,,,,,Mairie de Suresnes,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682730,48.8617372,2.2220147999999997,Monge,,,,,,,,,,,,,Monge,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682731,48.863898999999996,2.2229638,Place de la République,,,,,,,,,,,,,Place de la République,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682732,48.867897799999994,2.2219869,Suresnes - Longchamp,,,,,,,,,,,,,Suresnes - Longchamp,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6682733,48.875878,2.2273503999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6698812,49.0049123,2.5789842,Aéroport Roissy - Terminal 2E 2F,,,,,,,,,,,,,Aéroport Roissy - Terminal 2E 2F,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6832672,48.8559169,2.4049576999999998,Orteaux,,,,,,,,,,,,,Orteaux,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6837665,48.8548075,2.7735011,Val d'Europe RER,,,,,,,,,,,,,Val d'Europe RER,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6867579,48.654626699999994,2.4106894999999997,La Fontaine,,,,,,,,,,,,,La Fontaine,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6884505,48.8318845,2.2810165,Porte d'Issy,,,,,,,,,,,,,Porte d'Issy,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6884506,48.833263099999996,2.2770251,Suzanne Lenglen,,,,,,,,,,,,,Suzanne Lenglen,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6884507,48.8347682,2.270721,Henri Farman,,,,,,,,,,,,,Henri Farman,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6885110,48.821675299999995,2.2506790999999997,Les Moulineaux,,,,,,,,,,,,,Les Moulineaux,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6885111,48.824775599999995,2.2605181,Jacques-Henri Lartigue,,,,,,,,,,,,,Jacques-Henri Lartigue,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6906598,48.7570244,2.6968932,Leconte de Lisle,,,,,,,,,,,,,Leconte de Lisle,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6928967,48.8846923,2.3426644,Funiculaire Montmartre - Station Inférieure,,,,,,,,,,,,,Funiculaire Montmartre - Station Inférieure,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6928968,48.8856599,2.3425898,Funiculaire Montmartre - Station Supérieure,,,,,,,,,,,,,Funiculaire Montmartre - Station Supérieure,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6929124,48.7447995,2.4074275,Fer à Cheval,,,,,,,,,,,,,Fer à Cheval,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:6959634,48.8287528,2.2253757999999997,Musée de Sèvres,,,,,,,,,,,,,Musée de Sèvres,,,,,,,,,,,,RATP,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,yes,,public_transport,,,,,,
StopArea:Relation:7147058,48.8396476,2.6390648,Lycée Émily Brontë,,,,,,,,,,,,,Lycée Émily Brontë,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7160186,48.8811244,2.4205094,Paul de Kock,,,,,,,,,,,,,Paul de Kock,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7173411,48.8039231,2.4234944,Raymond Jaclard,,,,,,,,,,,,,Raymond Jaclard,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7173412,48.8023388,2.4259215,Maisons-Alfort - Alfortville RER,,,,,,,,,,,,,Maisons-Alfort - Alfortville RER,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7177152,48.8698422,2.3940403999999997,Pyrénées - Ménilmontant,,,,,,,,,,,,,Pyrénées - Ménilmontant,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7177153,48.873508099999995,2.3898614,Jourdain,,,,,,,,,,,,,Jourdain,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7177154,48.8737782,2.3850279,Pyrénées,,,,,,,,,,,,,Pyrénées,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7177155,48.8749186,2.3887589,Jourdain,,,,,,,,,,,,,Jourdain,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184163,48.6274784,2.5613276,Université,,,,,,,,,,,,,Université,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184164,48.627191599999996,2.5562758,Quatre Chemins,,,,,,,,,,,,,Quatre Chemins,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184165,48.6282922,2.5524744,Moulin à Vent,,,,,,,,,,,,,Moulin à Vent,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184166,48.6332084,2.5543608,Parc Eglise,,,,,,,,,,,,,Parc Eglise,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184167,48.6358191,2.5482682999999997,Collège de la Pyramide,,,,,,,,,,,,,Collège de la Pyramide,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184168,48.6391065,2.5434031999999998,Pépinière,,,,,,,,,,,,,Pépinière,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184169,48.641878399999996,2.5401813,Clos du Roi,,,,,,,,,,,,,Clos du Roi,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184170,48.6430341,2.5419117,Parisud R. Schuman,,,,,,,,,,,,,Parisud R. Schuman,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184171,48.6429583,2.5470127,Parisud Espagne,,,,,,,,,,,,,Parisud Espagne,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184172,48.642851199999996,2.551795,Parisud Italie,,,,,,,,,,,,,Parisud Italie,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7184173,48.643831299999995,2.5562150999999997,Parisud J. Monnet,,,,,,,,,,,,,Parisud J. Monnet,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7185370,48.6273378,2.5691146,Lieusaint - Moissy Gare RER,,,,,,,,,,,,,Lieusaint - Moissy Gare RER,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186742,48.633328299999995,2.5520989,Place du Colombier,,,,,,,,,,,,,Place du Colombier,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186743,48.6322042,2.5483379,Jules Ferry,,,,,,,,,,,,,Jules Ferry,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186744,48.6313931,2.5450461,Place des Chartreux,,,,,,,,,,,,,Place des Chartreux,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186745,48.629179799999996,2.5476703,Collège Saint-Louis,,,,,,,,,,,,,Collège Saint-Louis,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186746,48.627570999999996,2.5505419,Grands Champs,,,,,,,,,,,,,Grands Champs,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186747,48.626920899999995,2.5546534999999997,Château de la Barrière,,,,,,,,,,,,,Château de la Barrière,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186748,48.630230999999995,2.5570834,Bois du Bray,,,,,,,,,,,,,Bois du Bray,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186749,48.6316193,2.5617981,Olympe de Gouges,,,,,,,,,,,,,Olympe de Gouges,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186750,48.6350787,2.5580814999999997,Jardins de la Méridienne,,,,,,,,,,,,,Jardins de la Méridienne,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186751,48.634425199999995,2.5536634,Iqbal Masih,,,,,,,,,,,,,Iqbal Masih,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186752,48.6372377,2.5521403,Le Petit Prince,,,,,,,,,,,,,Le Petit Prince,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186753,48.6373136,2.5478245999999998,Saule de la Chasse,,,,,,,,,,,,,Saule de la Chasse,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186754,48.6357691,2.5450068,Porte de Paris,,,,,,,,,,,,,Porte de Paris,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186797,48.6273783,2.5856726,Cité du Parc,,,,,,,,,,,,,Cité du Parc,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186798,48.629003,2.5782442,Porte de Moissy,,,,,,,,,,,,,Porte de Moissy,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186799,48.628991299999996,2.5837293999999997,Florence,,,,,,,,,,,,,Florence,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186800,48.627383699999996,2.5897509,Moissy Centre,,,,,,,,,,,,,Moissy Centre,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186801,48.629005799999995,2.5808567,Europe,,,,,,,,,,,,,Europe,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186802,48.62748,2.5940434,Moissy Mairie,,,,,,,,,,,,,Moissy Mairie,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186803,48.6283183,2.6010573999999997,Gué de Ville,,,,,,,,,,,,,Gué de Ville,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7186804,48.628178899999995,2.604316,Les Grès,,,,,,,,,,,,,Les Grès,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193887,48.651976399999995,2.5620222,Ormeau Salle des Fêtes,,,,,,,,,,,,,Ormeau Salle des Fêtes,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193888,48.6534668,2.5613835,Ormeau Monge,,,,,,,,,,,,,Ormeau Monge,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193889,48.655196499999995,2.5606316,Ormeau Réaumur,,,,,,,,,,,,,Ormeau Réaumur,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193890,48.658054299999996,2.5580159,Lycée Galilée,,,,,,,,,,,,,Lycée Galilée,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193891,48.6580866,2.5632172,Pablo Picasso,,,,,,,,,,,,,Pablo Picasso,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193892,48.655414799999996,2.5640518,Lycée J. Prévert,,,,,,,,,,,,,Lycée J. Prévert,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193893,48.653388799999995,2.5700089999999998,Route de Moissy,,,,,,,,,,,,,Route de Moissy,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193894,48.6537095,2.5736699,Orée du Bois,,,,,,,,,,,,,Orée du Bois,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193895,48.654721599999995,2.57752,Collège Cités Unies,,,,,,,,,,,,,Collège Cités Unies,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193896,48.656769399999995,2.5797773,Folle Avoine,,,,,,,,,,,,,Folle Avoine,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193897,48.6586102,2.5792896,Serpentine,,,,,,,,,,,,,Serpentine,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193898,48.6599104,2.5786401999999997,J. B. Clément,,,,,,,,,,,,,J. B. Clément,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193899,48.6598743,2.5760654,Abreuvoir,,,,,,,,,,,,,Abreuvoir,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193900,48.6599157,2.5722774,Tour d'Aleron,,,,,,,,,,,,,Tour d'Aleron,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193901,48.6593278,2.5683108999999997,Place de la Libération,,,,,,,,,,,,,Place de la Libération,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193902,48.6598532,2.565414,La Coupole,,,,,,,,,,,,,La Coupole,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193903,48.6603801,2.5626047,Collège les Aulnes,,,,,,,,,,,,,Collège les Aulnes,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193904,48.6612053,2.5568436,Gambetta,,,,,,,,,,,,,Gambetta,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193905,48.664821499999995,2.5590905999999998,Brandons,,,,,,,,,,,,,Brandons,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193906,48.6624704,2.5597838,Louise Michel,,,,,,,,,,,,,Louise Michel,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193907,48.6624179,2.5622476,Jules Ferry,,,,,,,,,,,,,Jules Ferry,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193908,48.661865299999995,2.5795227,Marrache,,,,,,,,,,,,,Marrache,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193909,48.6637475,2.5796589,Haut du Breuil,,,,,,,,,,,,,Haut du Breuil,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193910,48.6646279,2.5768461,Combs Cimetière,,,,,,,,,,,,,Combs Cimetière,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193911,48.6627346,2.5727881,Boissière,,,,,,,,,,,,,Boissière,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193912,48.6644514,2.5692901,Saint-Jacques,,,,,,,,,,,,,Saint-Jacques,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193913,48.6642794,2.5670286,Batelière,,,,,,,,,,,,,Batelière,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193914,48.6645183,2.5646212,Hôtel de Ville,,,,,,,,,,,,,Hôtel de Ville,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193915,48.665369299999995,2.5615962999999997,Monument aux Morts,,,,,,,,,,,,,Monument aux Morts,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193916,48.6662045,2.5580591999999998,Place de l'an 2000,,,,,,,,,,,,,Place de l'an 2000,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193917,48.666696599999995,2.5456914999999998,Victor Hugo,,,,,,,,,,,,,Victor Hugo,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193918,48.6643797,2.5451900999999997,Molière,,,,,,,,,,,,,Molière,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193919,48.661403799999995,2.546344,Anatole France,,,,,,,,,,,,,Anatole France,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193920,48.6652329,2.5485376,Hottinguer,,,,,,,,,,,,,Hottinguer,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193921,48.665839299999995,2.5524385,Marché,,,,,,,,,,,,,Marché,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193922,48.668972,2.5543614,Couture,,,,,,,,,,,,,Couture,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193932,48.660785499999996,2.5633776,Paloisel,,,,,,,,,,,,,Paloisel,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7193933,48.666360399999995,2.5522356999999998,Varennes,,,,,,,,,,,,,Varennes,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7200760,48.641379099999995,2.5762427,Écopôle Rio,,,,,,,,,,,,,Écopôle Rio,,,,,,,,,,,,Sénart Bus,,,,,,,,STIF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
